Date,Customer ID,Truck ID,Invoice Number,Freight ID,City,Net Revenue,Weight (Kg),Weight (Cubic),Goods Value
2019/05/09,3236,37,993488,09/05/2019:MFU-2632,Yucca Valley,"13,2","22,6",45,"264,15"
2019/05/09,37227,37,993493,09/05/2019:MFU-2632,Yucca Valley,"48,02","57,02",96,"960,4"
2019/05/09,22415,37,993383,09/05/2019:MFU-2632,Yucca Valley,"17,51","0,3","0,3","350,1"
2019/05/09,39112,37,993515,09/05/2019:MFU-2632,Yucca Valley,"12,8","48,23","48,23","213,1"
2019/05/09,21061,37,993518,09/05/2019:MFU-2632,Yucca Valley,"44,37","145,44","145,44","739,5"
2019/05/09,33646,37,993489,09/05/2019:MFU-2632,Herrings Crossroads,"85,8","43,75","43,75","1716,03"
2019/05/09,3237,37,993490,09/05/2019:MFU-2632,Herrings Crossroads,"30,14","54,18",90,"602,76"
2019/05/09,21078,37,993633,09/05/2019:MFU-2632,Lithia Springs,"135,69","135,62",390,"2713,86"
2019/05/09,21078,37,993632,09/05/2019:MFU-2632,Lithia Springs,"5,81","0,1","0,1","116,15"
2019/05/09,3189,37,993478,09/05/2019:MFU-2632,Kincheonville,"36,58","27,65",36,"731,68"
2019/05/09,22279,29,993780,09/05/2019:MML-3632,Scammon,16,"18,63","18,63","319,93"
2019/05/09,37697,29,993777,09/05/2019:MML-3632,Salinas,"30,16","152,38","152,38","603,19"
2019/05/09,4211,29,993775,09/05/2019:MML-3632,Salinas,"0,41","0,98","0,98","8,16"
2019/05/09,36678,29,993779,09/05/2019:MML-3632,Salinas,"10,98","15,2","15,2","219,58"
2019/05/09,43580,29,993908,09/05/2019:MML-3632,Rock Branch,"72,04","236,25","236,25","1200,6"
2019/05/09,42077,29,993771,09/05/2019:MML-3632,Irving,"1,55","2,12","2,12",31
2019/05/09,10188,29,993782,09/05/2019:MML-3632,Irving,"15,51","44,39",60,"309,93"
2019/05/09,42077,29,993772,09/05/2019:MML-3632,Irving,"42,22","29,24",45,"844,35"
2019/05/09,31195,29,993783,09/05/2019:MML-3632,Irving,"59,77","90,88",144,"1195,36"
2019/05/09,39424,29,993784,09/05/2019:MML-3632,Irving,"16,8","28,61",45,"335,9"
2019/05/09,10188,29,993781,09/05/2019:MML-3632,Irving,"0,64","3,1","3,1","12,85"
2019/05/09,24586,29,993774,09/05/2019:MML-3632,Woodland Heights,"13,18","11,29",36,"263,62"
2019/05/09,1557,34,993845,09/05/2019:MHN-5439,Mineola,"25,82","13,6","13,6","516,3"
2019/05/09,32226,34,993844,09/05/2019:MHN-5439,Mineola,"16,93","36,3","36,3","338,6"
2019/05/09,7688,34,993842,09/05/2019:MHN-5439,Mineola,"1,83","0,63","0,63","36,68"
2019/05/09,22435,34,993847,09/05/2019:MHN-5439,Mineola,"20,18",31,45,"403,51"
2019/05/09,7935,34,993846,09/05/2019:MHN-5439,Mineola,"32,76","38,85",66,"655,23"
2019/05/09,34581,34,993839,09/05/2019:MHN-5439,Mineola,"21,1","12,66","12,66","421,91"
2019/05/09,19110,34,993848,09/05/2019:MHN-5439,Mineola,"108,39","27,75",39,"2167,88"
2019/05/09,7688,34,993843,09/05/2019:MHN-5439,Mineola,"18,67","6,3","6,3","373,6"
2019/05/09,43119,34,993914,09/05/2019:MHN-5439,Mineola,"10,51","43,6","43,6","175,2"
2019/05/09,23838,34,993757,09/05/2019:MHN-5439,Mineola,"61,02","36,86","36,86","3376,7"
2019/05/09,41996,3,59942,09/05/2019:MJT-4829,Bloom,"492,14","626,31","626,31","32809,36"
2019/05/09,20309,23,993723,09/05/2019:MMA-4836,Kilgore,"0,48","1,15","1,15","9,55"
2019/05/09,20309,23,993724,09/05/2019:MMA-4836,Kilgore,"16,8","22,68",30,"335,78"
2019/05/09,11745,23,993726,09/05/2019:MMA-4836,Kilgore,"0,81","0,57","0,57","16,19"
2019/05/09,13635,23,993721,09/05/2019:MMA-4836,Kilgore,"41,33","14,81","14,81","826,44"
2019/05/09,16081,23,993719,09/05/2019:MMA-4836,Kilgore,"19,64","32,7",36,"392,83"
2019/05/09,20887,23,993705,09/05/2019:MMA-4836,Shavertown,"0,59","0,63","0,63","11,76"
2019/05/09,3581,23,993735,09/05/2019:MMA-4836,Shavertown,"16,55","4,47","4,47","331,2"
2019/05/09,22351,3,993761,09/05/2019:MJT-4829,Enders,"2110,14","2349,52","2349,52",42203
2019/05/09,22351,3,993764,09/05/2019:MJT-4829,Enders,"1566,96","1226,46",1416,"31339,2"
2019/05/09,13119,23,993733,09/05/2019:MMA-4836,Enders,"8,65","13,35","13,35","173,09"
2019/05/09,22420,23,993377,09/05/2019:MMA-4836,Enders,"23,34","0,4","0,4","466,8"
2019/05/09,6013,23,993718,09/05/2019:MMA-4836,Enders,"5,02","3,04","3,04","100,4"
2019/05/09,43584,23,993715,09/05/2019:MMA-4836,Enders,"69,9","43,24",54,"1397,91"
2019/05/09,43214,23,993915,09/05/2019:MMA-4836,Enders,"0,29","0,2","0,2","5,73"
2019/05/09,40572,23,993907,09/05/2019:MMA-4836,Enders,"5,89","6,2","6,2","117,9"
2019/05/09,41241,23,993714,09/05/2019:MMA-4836,Enders,"15,92","46,86",87,"318,2"
2019/05/09,23045,23,993712,09/05/2019:MMA-4836,Enders,"94,34","63,8",96,"1886,86"
2019/05/09,18795,23,993729,09/05/2019:MMA-4836,Enders,4,"0,93","0,93","79,9"
2019/05/09,13195,23,993717,09/05/2019:MMA-4836,Enders,"183,14","75,79",135,"3662,85"
2019/05/09,22353,23,993709,09/05/2019:MMA-4836,Enders,"121,43","32,39","32,39","2428,59"
2019/05/09,42727,23,993731,09/05/2019:MMA-4836,Enders,6,"11,06","11,06","119,98"
2019/05/09,43214,23,993916,09/05/2019:MMA-4836,Enders,"17,25","3,92","3,92","345,06"
2019/05/09,18795,23,993730,09/05/2019:MMA-4836,Enders,"15,34","8,12","8,12","306,77"
2019/05/09,23034,23,993716,09/05/2019:MMA-4836,Enders,"10,99","11,05","11,05","219,82"
2019/05/09,3282,23,993708,09/05/2019:MMA-4836,Enders,"24,52","15,89","15,89","490,38"
2019/05/09,4307,23,993742,09/05/2019:MMA-4836,Enders,"10,43","42,37","42,37","173,8"
2019/05/09,3697,23,993741,09/05/2019:MMA-4836,Enders,"10,95","46,04","46,04","182,5"
2019/05/09,38617,44,993768,09/05/2019:QJP-8860,Lee Mont,"64,55","46,06",198,"1291,23"
2019/05/09,23795,44,993596,09/05/2019:QJP-8860,Lee Mont,"198,75","313,92",321,"3974,93"
2019/05/09,875,44,993598,09/05/2019:QJP-8860,Lee Mont,"3,27",5,5,"65,5"
2019/05/09,4470,44,993627,09/05/2019:QJP-8860,Lee Mont,"24,2","79,61","79,61","403,44"
2019/05/09,29705,44,993600,09/05/2019:QJP-8860,Manning Crossroads,9,"19,52",36,"180,01"
2019/05/09,6808,44,993610,09/05/2019:QJP-8860,Altamaha Park,"10,23","8,83",30,"204,68"
2019/05/09,9609,44,993611,09/05/2019:QJP-8860,Altamaha Park,"25,75","34,9","34,9","514,93"
2019/05/09,17719,44,993612,09/05/2019:QJP-8860,Altamaha Park,"17,25","7,23","7,23","345,03"
2019/05/09,15342,44,993605,09/05/2019:QJP-8860,Big Trees,"4,31","1,09","1,09","86,16"
2019/05/09,16884,44,993513,09/05/2019:QJP-8860,Tower Point,"70,08","74,04","74,04","1401,62"
2019/05/09,35572,44,993606,09/05/2019:QJP-8860,Big Trees,"4,42","2,04","2,04","88,3"
2019/05/09,12759,44,993604,09/05/2019:QJP-8860,Quinif,"59,73","61,22",63,"1194,55"
2019/05/09,16884,44,993514,09/05/2019:QJP-8860,Tower Point,"528,84","611,34","611,34","10576,8"
2019/05/09,23352,44,993601,09/05/2019:QJP-8860,Quinif,"14,54","33,51",63,"290,84"
2019/05/09,12759,44,993603,09/05/2019:QJP-8860,Quinif,"0,23","0,3","0,3","4,62"
2019/05/09,16884,44,993512,09/05/2019:QJP-8860,Tower Point,"20,51","25,96","25,96","409,92"
2019/05/09,15958,33,993509,09/05/2019:MKU-5802,Tarpey,"12,02","19,82",36,"240,54"
2019/05/09,607,33,993508,09/05/2019:MKU-5802,Tarpey,"89,19","61,59",75,"1783,73"
2019/05/09,34922,33,993628,09/05/2019:MKU-5802,San Leon,"26,98","24,44",102,"539,48"
2019/05/09,28557,33,993510,09/05/2019:MKU-5802,Spring City,"70,2","23,22",45,"1404,03"
2019/05/09,21083,33,993635,09/05/2019:MKU-5802,Arbor Meadows,"85,88","80,67",297,"1717,61"
2019/05/09,42264,33,993640,09/05/2019:MKU-5802,Arbor Meadows,"61,34","48,6",288,"1226,74"
2019/05/09,29081,22,993534,09/05/2019:MMA-5926,Brighton Corner,"53,53","69,49",78,"1070,62"
2019/05/09,36165,22,993535,09/05/2019:MMA-5926,Brighton Corner,"0,16","0,07","0,07","3,28"
2019/05/09,34496,22,993547,09/05/2019:MMA-5926,Brighton Corner,"0,88","0,04","0,04","17,67"
2019/05/09,26232,22,993546,09/05/2019:MMA-5926,Brighton Corner,"26,08","33,38",51,"521,58"
2019/05/09,25878,22,993525,09/05/2019:MMA-5926,Brighton Corner,"1,08","1,68","1,68","21,84"
2019/05/09,21079,22,993634,09/05/2019:MMA-5926,Brighton Corner,"109,28","102,27",384,"2185,69"
2019/05/09,43362,22,993550,09/05/2019:MMA-5926,Brighton Corner,"48,95","39,78",84,"978,91"
2019/05/09,23564,22,993370,09/05/2019:MMA-5926,Brighton Corner,"23,86","61,18",111,"477,12"
2019/05/09,29648,22,993542,09/05/2019:MMA-5926,Brighton Corner,"0,16","0,07","0,07","3,28"
2019/05/09,21607,22,993528,09/05/2019:MMA-5926,Brighton Corner,"0,16","0,07","0,07","3,28"
2019/05/09,23564,22,993371,09/05/2019:MMA-5926,Brighton Corner,"185,25","203,49",318,"3704,92"
2019/05/09,21015,22,993529,09/05/2019:MMA-5926,Brighton Corner,"0,16","0,07","0,07","3,28"
2019/05/09,29081,22,993533,09/05/2019:MMA-5926,Brighton Corner,"1,27","0,33","0,33","25,26"
2019/05/09,35222,22,993532,09/05/2019:MMA-5926,Brighton Corner,"16,31","22,81",42,"326,27"
2019/05/09,16591,22,993531,09/05/2019:MMA-5926,Brighton Corner,"21,9","26,41","26,41","437,93"
2019/05/09,25878,22,993526,09/05/2019:MMA-5926,Brighton Corner,"24,63","42,46",72,"492,64"
2019/05/09,29648,22,993541,09/05/2019:MMA-5926,Brighton Corner,"11,95","27,64","27,64","239,03"
2019/05/09,16591,22,993530,09/05/2019:MMA-5926,Brighton Corner,"0,16","0,07","0,07","3,28"
2019/05/09,38076,22,993543,09/05/2019:MMA-5926,Brighton Corner,"0,67","0,53","0,53","13,61"
2019/05/09,8182,22,993551,09/05/2019:MMA-5926,Brighton Corner,"46,84","131,69",303,"936,71"
2019/05/09,2506,22,993552,09/05/2019:MMA-5926,Brighton Corner,"0,16","0,07","0,07","3,28"
2019/05/09,30890,22,993553,09/05/2019:MMA-5926,Greens,"11,96","38,24",69,"239,2"
2019/05/09,33887,22,993638,09/05/2019:MMA-5926,Greens,"99,69","85,57",558,"1993,71"
2019/05/09,40481,22,993537,09/05/2019:MMA-5926,Bertha,"7,16","18,96",33,"143,22"
2019/05/09,41743,22,993538,09/05/2019:MMA-5926,Bertha,"0,23","0,05","0,05","4,64"
2019/05/09,41136,22,993536,09/05/2019:MMA-5926,Bertha,"0,16","0,07","0,07","3,28"
2019/05/09,18332,22,993524,09/05/2019:MMA-5926,Yucca Valley,"61,11","62,32",78,"1222,13"
2019/05/09,2634,45,993662,09/05/2019:QJP-8960,Sandy Lane,"11,25","4,3","4,3","224,92"
2019/05/09,22477,45,993663,09/05/2019:QJP-8960,Sandy Lane,"98,41","25,3","25,3","1968,11"
2019/05/09,20661,45,993665,09/05/2019:QJP-8960,Sandy Lane,"0,24","0,07","0,07","4,86"
2019/05/09,20661,45,993666,09/05/2019:QJP-8960,Sandy Lane,"16,52","23,04",39,"330,34"
2019/05/09,37394,45,993660,09/05/2019:QJP-8960,Sandy Lane,"17,2","19,85","19,85","344,23"
2019/05/09,10433,45,993657,09/05/2019:QJP-8960,Sandy Lane,"12,31","4,06","4,06","246,25"
2019/05/09,22475,45,993659,09/05/2019:QJP-8960,Sandy Lane,"73,98","22,04","22,04","1479,68"
2019/05/09,32470,29,993752,09/05/2019:MML-3632,Woodland Heights,"63,86","326,01","326,01","15468,16"
2019/05/09,23984,29,993753,09/05/2019:MML-3632,Bloom,"63,86","129,42","129,42","6463,42"
2019/05/09,23984,29,993751,09/05/2019:MML-3632,Bloom,"63,86","172,88","172,88","7055,82"
2019/05/09,23984,45,993754,09/05/2019:QJP-8960,Bloom,"63,86","112,01","112,01","5851,83"
2019/05/09,23984,45,993755,09/05/2019:QJP-8960,Bloom,"63,86","84,14","84,14","4337,47"
2019/05/10,31504,45,994522,10/05/2019:QJP-8960,Sandy Lane,"10,47","1,74",3,"209,5"
2019/05/10,37362,24,994262,10/05/2019:MMA-5916,Banner Crest,"10,43","1,74",3,"208,68"
2019/05/10,37806,33,994156,10/05/2019:MKU-5802,San Leon,"6,53","1,74",3,"130,51"
2019/05/10,4307,23,994565,10/05/2019:MMA-4836,Enders,"0,48","0,65",3,"9,68"
2019/05/10,21068,42,994326,10/05/2019:QJP-8750,Jerusalem Corners,"0,48","0,65",3,"9,68"
2019/05/10,33762,29,994546,10/05/2019:MML-3632,Shavertown,"10,39","1,88",3,"207,65"
2019/05/10,24484,29,994553,10/05/2019:MML-3632,Shavertown,"8,67","1,35",3,"173,58"
2019/05/10,42273,20,994595,10/05/2019:MML-5482,Rock Branch,"9,53","2,47",3,"190,58"
2019/05/10,26052,20,994593,10/05/2019:MML-5482,Irving,"8,67","1,35",3,"173,58"
2019/05/10,38525,34,994307,10/05/2019:MHN-5439,Balmat,"0,92","0,75",3,"18,15"
2019/05/10,8912,24,994266,10/05/2019:MMA-5916,Banner Crest,"9,2","1,85",3,"184,1"
2019/05/10,43635,44,994194,10/05/2019:QJP-8860,Manning Crossroads,"10,6","1,81",3,"211,97"
2019/05/10,38571,44,994201,10/05/2019:QJP-8860,Winkelmans,"9,01","2,49",3,"180,29"
2019/05/10,20891,44,994199,10/05/2019:QJP-8860,Manning Crossroads,"10,39","1,88",3,"207,65"
2019/05/10,18473,42,994340,10/05/2019:QJP-8750,West Corners,"9,45",2,3,189
2019/05/10,38909,22,994168,10/05/2019:MMA-5926,Suwanee,"10,67","2,62",3,"213,35"
2019/05/10,6094,22,994175,10/05/2019:MMA-5926,Suwanee,"7,2","2,84",3,"143,92"
2019/05/10,39961,45,994496,10/05/2019:QJP-8960,Sandy Lane,"1,22","2,94",3,"24,48"
2019/05/10,38636,45,994504,10/05/2019:QJP-8960,Sandy Lane,"1,25","2,94",3,"24,99"
2019/05/10,179,22,994162,10/05/2019:MMA-5926,Suwanee,"16,22","3,29",6,"324,48"
2019/05/10,19763,22,994176,10/05/2019:MMA-5926,Suwanee,"15,28","4,37",6,"305,53"
2019/05/10,10887,22,994170,10/05/2019:MMA-5926,Suwanee,"0,98","1,3",6,"19,36"
2019/05/10,24581,33,994144,10/05/2019:MKU-5802,San Leon,"18,07","1,7",6,"361,32"
2019/05/10,7804,45,994510,10/05/2019:QJP-8960,Sandy Lane,"4,92","4,27",6,"98,18"
2019/05/10,305,42,994318,10/05/2019:QJP-8750,Mcmechen,"0,98","1,3",6,"19,36"
2019/05/10,621,42,994315,10/05/2019:QJP-8750,Mcmechen,"2,06","2,16",6,"41,23"
2019/05/10,25007,42,994325,10/05/2019:QJP-8750,Maryland West Mobile Home Park,"21,13","4,32",6,"422,66"
2019/05/10,42840,23,994589,10/05/2019:MMA-4836,Enders,"12,16","2,68",6,"243,13"
2019/05/10,18633,24,994258,10/05/2019:MMA-5916,Ragley,"4,46","4,71",6,"89,13"
2019/05/10,22075,24,994274,10/05/2019:MMA-5916,Loyce,"19,55","5,03",6,"391,05"
2019/05/10,39638,24,994205,10/05/2019:MMA-5916,Loyce,"9,01","3,87",6,"180,16"
2019/05/10,7656,34,994285,10/05/2019:MHN-5439,Page,"4,01","3,76",6,"80,28"
2019/05/10,13665,37,994072,10/05/2019:MFU-2632,Yucca Valley,"2,61","1,49",6,"52,49"
2019/05/10,19311,44,994183,10/05/2019:QJP-8860,Crestwood,"1,2","3,82",6,"23,92"
2019/05/10,137,23,994584,10/05/2019:MMA-4836,Enders,"1,16","3,82",6,"23,11"
2019/05/10,36709,45,994499,10/05/2019:QJP-8960,Sandy Lane,"1,16","3,82",6,"23,11"
2019/05/10,52,34,994300,10/05/2019:MHN-5439,Balmat,"4,8","2,64",9,"95,83"
2019/05/10,42658,34,994280,10/05/2019:MHN-5439,Page,"4,12","5,37",9,"82,33"
2019/05/10,34828,34,994283,10/05/2019:MHN-5439,Page,"19,2","5,6",9,"384,21"
2019/05/10,2282,24,994270,10/05/2019:MMA-5916,Banner Crest,"4,25","8,13",9,"85,04"
2019/05/10,23034,23,994579,10/05/2019:MMA-4836,Enders,"4,33","2,07",9,"86,66"
2019/05/10,1805,43,994423,10/05/2019:QJP-8770,Orkney Springs,"9,34","8,91",9,"186,85"
2019/05/10,42096,43,994435,10/05/2019:QJP-8770,Holcomb Village,"10,93","2,87",9,"218,62"
2019/05/10,29831,44,994186,10/05/2019:QJP-8860,Woodford,"6,33","4,09",9,"126,43"
2019/05/10,20517,44,994185,10/05/2019:QJP-8860,Altamaha Park,"4,4","7,29",9,"87,91"
2019/05/10,34551,42,994323,10/05/2019:QJP-8750,Maryland West Mobile Home Park,"12,45","3,26",9,"249,09"
2019/05/10,35450,33,994145,10/05/2019:MKU-5802,San Leon,"5,67","3,92",9,"113,61"
2019/05/10,36404,33,994158,10/05/2019:MKU-5802,San Leon,"2,47","1,72",9,"49,46"
2019/05/10,42142,45,994515,10/05/2019:QJP-8960,Sandy Lane,"9,65","8,35",9,"193,02"
2019/05/10,43484,23,994568,10/05/2019:MMA-4836,Enders,"1,55","1,13",9,"31,22"
2019/05/10,42142,45,994513,10/05/2019:QJP-8960,Sandy Lane,"1,55","1,13",9,"31,22"
2019/05/10,38270,44,994202,10/05/2019:QJP-8860,Winkelmans,"10,04","6,65",15,"200,7"
2019/05/10,18961,43,994427,10/05/2019:QJP-8770,Briarcrest,"11,87","12,98",15,"237,44"
2019/05/10,21587,24,994261,10/05/2019:MMA-5916,Ragley,"14,14","12,92",15,"282,93"
2019/05/10,38396,34,994303,10/05/2019:MHN-5439,Balmat,"27,88","13,21",15,"557,64"
2019/05/10,34830,34,994286,10/05/2019:MHN-5439,Page,"4,14","7,12",15,"83,02"
2019/05/10,38668,42,994335,10/05/2019:QJP-8750,West Corners,"11,94","7,13",15,"238,85"
2019/05/10,43146,42,994319,10/05/2019:QJP-8750,Mcmechen,"4,46","3,55",15,"89,28"
2019/05/10,23420,33,994146,10/05/2019:MKU-5802,San Leon,"7,45","7,54",15,"149,05"
2019/05/10,10837,45,994507,10/05/2019:QJP-8960,Sandy Lane,"6,07","5,42",15,"121,49"
2019/05/10,42839,45,994512,10/05/2019:QJP-8960,Sandy Lane,"21,61","7,52",15,"432,15"
2019/05/10,1149,20,994600,10/05/2019:MML-5482,Rock Branch,"13,46","9,27",12,"269,1"
2019/05/10,43580,20,994597,10/05/2019:MML-5482,Rock Branch,"9,51","9,99",12,"190,26"
2019/05/10,24027,37,994070,10/05/2019:MFU-2632,Yucca Valley,"7,39","7,11",12,"147,72"
2019/05/10,34939,24,994277,10/05/2019:MMA-5916,Banner Crest,"19,31","8,04",12,"386,2"
2019/05/10,23675,43,994424,10/05/2019:QJP-8770,Orkney Springs,"12,69","5,9",12,"253,86"
2019/05/10,2938,43,994420,10/05/2019:QJP-8770,Orkney Springs,"6,28","6,05",12,"125,69"
2019/05/10,3302,23,994574,10/05/2019:MMA-4836,Enders,"13,45","9,84",12,"268,89"
2019/05/10,10887,22,994169,10/05/2019:MMA-5926,Suwanee,"6,27","3,56",12,"125,49"
2019/05/10,4558,22,994160,10/05/2019:MMA-5926,Suwanee,"1,67","2,37",12,"33,3"
2019/05/10,10379,42,994337,10/05/2019:QJP-8750,West Corners,"6,42","4,86",12,"128,35"
2019/05/10,30304,45,994520,10/05/2019:QJP-8960,Osborn,"9,51","10,76",12,190
2019/05/10,24585,24,994265,10/05/2019:MMA-5916,Banner Crest,"17,3","10,57",18,"345,91"
2019/05/10,35900,34,994282,10/05/2019:MHN-5439,Page,"4,37","7,12",18,"87,44"
2019/05/10,3902,23,994567,10/05/2019:MMA-4836,Enders,"4,37","5,2",18,"87,37"
2019/05/10,20863,23,994575,10/05/2019:MMA-4836,Enders,"14,23","14,16",18,"284,66"
2019/05/10,1806,45,994509,10/05/2019:QJP-8960,Sandy Lane,"11,99","15,9",18,"239,85"
2019/05/10,38636,45,994505,10/05/2019:QJP-8960,Sandy Lane,"30,19","8,41",18,"603,75"
2019/05/10,39797,45,994503,10/05/2019:QJP-8960,Sandy Lane,"7,71","13,94",18,"154,13"
2019/05/10,5519,42,994331,10/05/2019:QJP-8750,Maryland West Mobile Home Park,"4,95","3,45",18,"98,92"
2019/05/10,17181,42,994454,10/05/2019:QJP-8750,Newburg,"9,04","13,22",18,"180,83"
2019/05/10,36186,42,994328,10/05/2019:QJP-8750,Maryland West Mobile Home Park,"9,29","8,42",18,"185,79"
2019/05/10,41707,42,994322,10/05/2019:QJP-8750,Maryland West Mobile Home Park,"5,64","3,84",18,"112,85"
2019/05/10,17984,33,994148,10/05/2019:MKU-5802,San Leon,"21,2","8,42",21,"424,2"
2019/05/10,13196,33,994150,10/05/2019:MKU-5802,San Leon,"22,72","11,11",21,"454,31"
2019/05/10,42794,42,994330,10/05/2019:QJP-8750,Maryland West Mobile Home Park,"8,14","5,08",21,"162,97"
2019/05/10,22476,45,994517,10/05/2019:QJP-8960,Sandy Lane,"74,48","19,57",21,"1489,68"
2019/05/10,23496,34,994299,10/05/2019:MHN-5439,Balmat,"6,72","13,51",21,"134,35"
2019/05/10,42338,23,994563,10/05/2019:MMA-4836,Enders,"5,06","11,8",21,"101,12"
2019/05/10,20289,44,994188,10/05/2019:QJP-8860,Woodford,"18,4","18,47",21,"367,98"
2019/05/10,37566,24,994278,10/05/2019:MMA-5916,Banner Crest,"4,2","12,95",21,"84,02"
2019/05/10,43720,43,994426,10/05/2019:QJP-8770,Orkney Springs,"4,36","8,84",21,"87,16"
2019/05/10,7091,29,994555,10/05/2019:MML-3632,Shavertown,"22,29","18,51",21,"445,81"
2019/05/10,28313,37,994068,10/05/2019:MFU-2632,Herrings Crossroads,"4,22","12,02",21,"84,4"
2019/05/10,9726,29,994556,10/05/2019:MML-3632,Shavertown,"14,75","15,11",24,"294,97"
2019/05/10,22103,29,994543,10/05/2019:MML-3632,Berkshire Heights,"15,87","16,61",24,"317,35"
2019/05/10,16351,23,994580,10/05/2019:MMA-4836,Enders,"4,27","12,12",24,"85,45"
2019/05/10,10591,42,994451,10/05/2019:QJP-8750,Newburg,"7,3","6,51",24,"146,06"
2019/05/10,37782,33,994140,10/05/2019:MKU-5802,Arbor Meadows,"14,88","10,13",27,"297,67"
2019/05/10,16255,22,994178,10/05/2019:MMA-5926,Suwanee,"19,6","7,62",27,"391,97"
2019/05/10,43484,23,994569,10/05/2019:MMA-4836,Enders,"20,48","24,7",27,"409,67"
2019/05/10,28288,24,994268,10/05/2019:MMA-5916,Banner Crest,"9,98","21,13",27,"199,3"
2019/05/10,7940,29,994551,10/05/2019:MML-3632,Shavertown,"10,04","14,1",27,"200,85"
2019/05/10,33762,29,994548,10/05/2019:MML-3632,Shavertown,"12,29","22,21",27,"245,78"
2019/05/10,43600,37,994063,10/05/2019:MFU-2632,Yucca Valley,"34,86","22,73",27,"696,99"
2019/05/10,43254,23,994573,10/05/2019:MMA-4836,Enders,"7,64","11,43",27,"152,87"
2019/05/10,19567,17,994003,10/05/2019:MJI-0517,Neosho,"112,57","74,5","74,5","1044,53"
2019/05/10,19567,17,994018,10/05/2019:MJI-0517,Neosho,"363,09","1637,25","1637,25","26826,85"
2019/05/10,19567,17,994004,10/05/2019:MJI-0517,Neosho,"122,88","200,75","200,75","3635,8"
2019/05/10,43099,20,994010,10/05/2019:MML-5482,Pitt,"141,17","446,16","446,16","8232,82"
2019/05/10,21814,19,994755,10/05/2019:MDB-1602,Pitt,"364,43","568,27",876,"7288,68"
2019/05/10,21814,19,994754,10/05/2019:MDB-1602,Pitt,"306,84","266,25",1293,"6136,86"
2019/05/10,825,29,994544,10/05/2019:MML-3632,Berkshire Heights,"31,2","20,63",30,"624,28"
2019/05/10,24584,29,994549,10/05/2019:MML-3632,Shavertown,"14,17","19,82",30,"283,44"
2019/05/10,7134,29,994550,10/05/2019:MML-3632,Shavertown,"13,39","8,18","8,18","267,82"
2019/05/10,2207,29,994557,10/05/2019:MML-3632,Shavertown,"5,53","1,89","1,89","110,58"
2019/05/10,33762,29,994547,10/05/2019:MML-3632,Shavertown,"1,12","0,28","0,28","22,43"
2019/05/10,28398,29,994558,10/05/2019:MML-3632,Shavertown,"22,9","37,42",105,"457,98"
2019/05/10,42592,29,994554,10/05/2019:MML-3632,Shavertown,"9,92","15,94",45,"198,24"
2019/05/10,17457,29,994560,10/05/2019:MML-3632,Shavertown,"10,45","13,76","13,76","208,8"
2019/05/10,28398,29,994559,10/05/2019:MML-3632,Shavertown,"307,69","229,58",348,"6153,74"
2019/05/10,41804,29,994545,10/05/2019:MML-3632,Shavertown,"22,08","24,97",39,"441,59"
2019/05/10,31396,29,994552,10/05/2019:MML-3632,Shavertown,"10,65","13,17",39,"213,06"
2019/05/10,43500,3,994013,10/05/2019:MJT-4829,Mcmechen,"138,31","448,6","448,6","7516,63"
2019/05/10,27021,37,994064,10/05/2019:MFU-2632,Yucca Valley,"11,92",14,14,"238,47"
2019/05/10,13665,37,994073,10/05/2019:MFU-2632,Yucca Valley,"18,92","13,71","13,71","378,19"
2019/05/10,12384,37,994071,10/05/2019:MFU-2632,Yucca Valley,"63,02","87,02",93,"1260,65"
2019/05/10,13375,37,994066,10/05/2019:MFU-2632,Yucca Valley,"17,04","36,96",54,"340,87"
2019/05/10,20974,37,994065,10/05/2019:MFU-2632,Yucca Valley,"12,8","6,87","6,87","255,93"
2019/05/10,43600,37,994216,10/05/2019:MFU-2632,Yucca Valley,"38,8","69,46","69,46","646,67"
2019/05/10,40826,37,994217,10/05/2019:MFU-2632,Yucca Valley,"17,08","63,76","63,76","284,9"
2019/05/10,34711,37,994074,10/05/2019:MFU-2632,Herrings Crossroads,"28,22","27,48","27,48","564,36"
2019/05/10,7825,37,994067,10/05/2019:MFU-2632,Herrings Crossroads,"18,07","21,43",30,"361,5"
2019/05/10,28313,37,994069,10/05/2019:MFU-2632,Herrings Crossroads,"0,73","0,55","0,55","14,64"
2019/05/10,37951,37,994364,10/05/2019:MFU-2632,Herrings Crossroads,"146,8","96,5","96,5","8122,46"
2019/05/10,9308,20,994648,10/05/2019:MML-5482,Salinas,"101,51","356,33","356,33","1691,8"
2019/05/10,37485,20,994594,10/05/2019:MML-5482,Rock Branch,"24,33","19,58","19,58","486,41"
2019/05/10,3607,20,994599,10/05/2019:MML-5482,Rock Branch,"0,73","0,55","0,55","14,64"
2019/05/10,37819,20,994596,10/05/2019:MML-5482,Rock Branch,"1,27","0,33","0,33","25,26"
2019/05/10,3607,20,994598,10/05/2019:MML-5482,Rock Branch,"27,77","8,82","8,82","555,42"
2019/05/10,6149,20,994592,10/05/2019:MML-5482,Irving,"74,02","116,29",147,"1480,69"
2019/05/10,40550,34,994293,10/05/2019:MHN-5439,Page,"9,28","15,7","15,7","185,54"
2019/05/10,35325,34,994281,10/05/2019:MHN-5439,Page,"16,19","32,86",72,"323,84"
